,name,postcode,property_type,bedrooms,bathrooms,parking,schools,cost_text,train_station(m),CBD(m),population2022,population2023,population2024,population2025,income2022,income2023,income2024,income2025,price_label
3247,11/91 Mathoura Road Toorak VIC 3142,3142,Apartment / Unit / Flat,3,1,1,0.3,690.0,1156.8,6632.4,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162,2
1080,1806/8 Joseph Road Footscray VIC 3011,3011,Apartment / Unit / Flat,3,2,2,1.2,690.0,784.1,6482.4,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,2
2914,1/379 Autumn Street Newtown VIC 3220,3220,Townhouse,4,2,2,1.1,690.0,3677.4,76724.1,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,2
4279,203/120 Hotham Street St Kilda East VIC 3183,3183,Apartment / Unit / Flat,2,1,0,0.6,690.0,711.3,8778.5,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637,2
3004,28 Balmoral Avenue Bentleigh VIC 3204,3204,House,3,2,3,0.4,690.0,1328.1,17793.0,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565,2
3008,2/64 Park Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,3,1,1,0.6,690.0,1161.1,3947.0,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,2
3315,12 Downs Street Brunswick VIC 3056,3056,House,3,1,2,1.2,690.0,797.2,7462.9,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520,2
1530,203/120 Hotham Street St Kilda East VIC 3183,3183,Apartment / Unit / Flat,2,2,1,0.6,690.0,711.3,8778.5,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637,2
1421,11 York Street Prahran VIC 3181,3181,House,3,1,0,0.6,690.0,1002.9,6754.5,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504,2
3514,244 Waverley Road Malvern East VIC 3145,3145,House,3,1,1,0.5,690.0,1571.5,14193.7,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307,2
2626,5 Tristram Ct Court Glen Waverley VIC 3150,3150,House,4,2,2,0.5,690.0,3294.8,23131.0,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874,2
1243,26 Cummins Road Brighton East VIC 3187,3187,House,4,1,2,1.2,690.0,1389.9,17395.5,20864.0,20462.0,20067.0,19680.0,133966,138676,143557,148615,2
3019,1&2/20 Mount Street Glen Waverley VIC 3150,3150,Townhouse,3,2,1,0.6,690.0,740.4,24826.0,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874,2
3093,260 Townsend Road Moolap VIC 3224,3224,House,3,1,5,1.6,690.0,6781.9,85644.6,18701.0,18681.0,18661.0,18642.0,115095,119913,124947,130207,2
4609,602/71 Inkerman St St Kilda East VIC 3183,3183,Apartment / Unit / Flat,2,2,1,1.0,690.0,1161.5,8093.3,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637,2
1283,604/8c Evergreen Mews Armadale VIC 3143,3143,Apartment / Unit / Flat,2,2,2,0.3,690.0,661.8,8153.1,9897.0,9591.0,9294.0,9007.0,85598,91770,98387,105481,2
4537,93 Rowe Street Fitzroy North VIC 3068,3068,House,2,1,0,0.2,690.0,370.0,5194.9,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130,2
385,144 James Cook Drive Endeavour Hills VIC 3802,3802,House,4,2,3,0.8,695.0,5757.1,35320.9,13151.0,12734.0,12330.0,11939.0,54635,55768,56924,58104,2
3490,2/16 Green Street Prahran VIC 3181,3181,House,3,2,0,0.2,695.0,519.4,6244.7,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504,2
3667,37B Pamela Street Mount Waverley VIC 3149,3149,Townhouse,3,2,2,0.6,695.0,2371.0,19803.1,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739,2
1829,2 Kurrajong Avenue St Kilda East VIC 3183,3183,House,3,2,1,1.0,695.0,1795.6,8310.2,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637,2
815,12 Rosamond Street Balaclava VIC 3183,3183,House,2,1,1,0.3,695.0,249.1,7903.5,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637,2
3304,8/30 Roslyn Street Brighton VIC 3186,3186,Townhouse,3,1,2,0.7,695.0,1655.1,14659.3,23358.0,22572.0,21812.0,21078.0,69402,71772,74223,76758,2
297,1/132 Emmaline Street Northcote VIC 3070,3070,Apartment / Unit / Flat,3,2,1,0.1,695.0,1731.8,7659.4,26596.0,25814.0,25056.0,24319.0,75006,78464,82081,85865,2
245,2/980 Glen Huntly Road Caulfield South VIC 3162,3162,House,3,2,2,0.6,695.0,1019.0,13212.8,10845.0,10545.0,10254.0,9970.0,135790,141016,146454,152113,2
2246,75 Lake Ave Ocean Grove VIC 3226,3226,House,4,2,2,0.8,695.0,21792.2,102363.5,5003.0,5217.0,5441.0,5674.0,59258,61043,62882,64776,2
1796,8/32-34 Adams Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,1,0,0.9,695.0,1529.5,3793.9,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,2
3033,2/106 Dare Street Ocean Grove VIC 3226,3226,House,3,2,2,0.7,695.0,21733.1,111908.2,5003.0,5217.0,5441.0,5674.0,59258,61043,62882,64776,2
2475,8 DEWRANG Street Cheltenham VIC 3192,3192,House,4,2,3,0.2,695.0,2966.0,24480.0,25021.0,24778.0,24537.0,24299.0,72374,76072,79959,84045,2
605,61 Venice Street Mornington VIC 3931,3931,House,4,1,3,1.2,700.0,14593.3,73878.2,25667.0,25361.0,25059.0,24761.0,58151,60334,62599,64949,2
708,15 Rivett Crescent Mulgrave VIC 3170,3170,House,5,3,3,1.1,700.0,4100.0,24452.3,20229.0,19770.0,19321.0,18882.0,56956,58003,59069,60155,2
2845,60 Dunfermline Avenue Greenvale VIC 3059,3059,House,4,2,3,1.4,700.0,4579.7,25036.4,23362.0,24587.0,25876.0,27233.0,65450,68513,71719,75075,2
2856,13 Zenith St Pascoe Vale VIC 3044,3044,House,4,2,2,0.8,700.0,2159.0,11568.2,20221.0,19813.0,19414.0,19024.0,145602,152717,160181,168011,2
2878,12 Villawood Crt Highton VIC 3216,3216,House,4,2,2,0.7,700.0,4601.7,84014.7,59229.0,60753.0,62377.0,64109.0,184195,192855,201927,211432,2
3872,63A Wilsons Road Mornington VIC 3931,3931,House,3,2,4,0.9,700.0,17890.5,74008.0,25667.0,25361.0,25059.0,24761.0,58151,60334,62599,64949,2
3444,233/416 St Kilda Road Melbourne VIC 3004,3004,Apartment / Unit / Flat,3,2,2,1.2,700.0,2100.7,3303.2,8538.0,8166.0,7812.0,7473.0,82000,78618,76292,74826,2
19,17b Madeley St Ocean Grove VIC 3226,3226,Townhouse,3,2,2,0.3,700.0,22299.5,103424.4,5003.0,5217.0,5441.0,5674.0,59258,61043,62882,64776,2
3770,3/75 Bent Street McKinnon VIC 3204,3204,Townhouse,3,3,1,0.7,700.0,222.4,16707.7,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565,2
1303,4/35 Marne Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,1,1,0.6,700.0,1093.8,4019.1,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,2
1435,6/18 Ireland Street West Melbourne VIC 3003,3003,Apartment / Unit / Flat,2,1,1,1.1,700.0,500.4,2267.4,3.0,3.0,3.0,3.0,70,17,4,1,2
3762,52 Southampton Street Footscray VIC 3011,3011,House,3,1,1,0.6,700.0,1299.6,8362.8,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,2
3754,79 James Street Northcote VIC 3070,3070,House,3,1,1,0.3,700.0,1028.2,6647.8,26596.0,25814.0,25056.0,24319.0,75006,78464,82081,85865,2
2932,329A Maribyrnong Road Ascot Vale VIC 3032,3032,Townhouse,4,2,2,0.7,700.0,2125.9,7982.8,35686.0,34957.0,34252.0,33571.0,199379,207294,215524,224082,2
2965,2/55 Wanda Rd Caulfield North VIC 3161,3161,Apartment / Unit / Flat,3,2,2,0.6,700.0,1302.1,9653.9,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780,2
1408,27 Duke Street Prahran VIC 3181,3181,House,2,1,0,0.4,700.0,448.1,6641.1,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504,2
3077,319/2 Dalgety Street Oakleigh VIC 3166,3166,Apartment / Unit / Flat,3,2,2,0.3,700.0,1307.3,17560.5,26711.0,26267.0,25833.0,25407.0,120758,124077,127489,130996,2
2042,610B Fullarton Road Keilor Park VIC 3042,3042,Townhouse,4,3,2,1.7,700.0,7108.9,17338.8,15098.0,14973.0,14849.0,14726.0,209100,218037,227359,237084,2
1950,112 Gillies Street Fairfield VIC 3078,3078,House,5,2,0,0.4,700.0,839.2,9081.2,9772.0,9557.0,9346.0,9140.0,66254,67721,69220,70752,2
3072,44 Chirnside Street Kingsville VIC 3012,3012,House,3,2,1,1.0,700.0,684.8,8215.0,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142,2
756,284 Rathdowne Street Carlton North VIC 3054,3054,Townhouse,2,2,0,0.2,700.0,2573.3,3039.1,8407.0,8006.0,7624.0,7261.0,68727,71919,75259,78754,2
1230,305/115 Nott Street Port Melbourne VIC 3207,3207,Apartment / Unit / Flat,2,2,1,0.4,700.0,4435.4,5438.2,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021,2
250,32 Moore Street South Yarra VIC 3141,3141,House,2,1,0,0.5,700.0,808.6,5447.8,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,2
2242,3/25 Prince Charles Street Clayton VIC 3168,3168,Townhouse,4,2,2,1.1,700.0,935.4,24675.4,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667,2
3129,2/9 Chauvel Street Bentleigh East VIC 3165,3165,House,3,2,2,0.7,700.0,1686.4,19641.4,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242,2
53,106 Templewood Cres Avondale Heights VIC 3034,3034,House,4,2,2,0.8,700.0,7479.0,12976.0,28349.0,28104.0,27862.0,27621.0,64231,66291,68417,70611,2
541,5 Walker Street Moonee Ponds VIC 3039,3039,House,4,2,2,0.7,700.0,768.8,6542.6,15936.0,15682.0,15431.0,15184.0,71924,74586,77347,80210,2
4014,3806/22-24 Jane Bell Lane Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,1,1.0,700.0,845.0,806.0,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,2
2160,6 Cecil Lane Clyde VIC 3978,3978,House,4,2,2,3.0,700.0,6578.6,55219.9,34386.0,37544.0,41005.0,44802.0,191734,201926,212797,224400,2
1792,204/55 Wellington Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,2,2,1,0.7,700.0,892.3,6145.5,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,2
2425,31a Alma Street West Footscray VIC 3012,3012,House,4,2,2,0.4,700.0,1388.0,10028.8,41123.0,40240.0,39379.0,38541.0,248981,258941,269322,280142,2
1358,19 Canterbury Street Richmond VIC 3121,3121,House,3,2,1,0.7,700.0,977.6,5351.4,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413,2
486,2099 Frankston Flinders Road Hastings VIC 3915,3915,House,4,2,4,0.8,700.0,742.2,74798.2,12916.0,12898.0,12879.0,12861.0,101996,104904,107921,111052,2
2651,7 Warren Court Mount Waverley VIC 3149,3149,House,4,2,0,0.7,700.0,2096.1,21476.4,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739,2
1625,903/93 Dow Street Port Melbourne VIC 3207,3207,Apartment / Unit / Flat,2,2,1,0.6,700.0,4234.1,5237.0,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021,2
642,2/576 Orrong Rd Armadale VIC 3143,3143,Townhouse,2,1,2,0.5,700.0,783.1,8275.2,9897.0,9591.0,9294.0,9007.0,85598,91770,98387,105481,2
1524,5/19 Palmer Street Richmond VIC 3121,3121,Townhouse,2,1,2,0.3,700.0,1698.3,4668.6,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413,2
3234,3 Newry Street Windsor VIC 3181,3181,House,3,1,0,0.4,700.0,1521.4,7969.7,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504,2
4520,504/628 Flinders Street Docklands VIC 3008,3008,Apartment / Unit / Flat,2,2,1,2.7,700.0,810.9,1944.1,13913.0,13061.0,12261.0,11510.0,47373,46618,45875,45144,2
2620,4 Woodward Street Springvale VIC 3171,3171,House,4,2,6,0.4,700.0,1361.6,35947.0,21806.0,20844.0,19925.0,19046.0,39932,40427,40928,41435,2
1583,1E Wilmot Street Malvern VIC 3144,3144,Townhouse,3,2,2,0.9,700.0,1027.9,13801.2,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005,2
4567,4103/160 Victoria Street Carlton VIC 3053,3053,Apartment / Unit / Flat,2,1,0,0.8,700.0,775.5,1069.1,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118,2
4616,803/60 Dorcas Street Southbank VIC 3006,3006,Apartment / Unit / Flat,2,2,1,1.2,700.0,1785.1,2979.3,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480,2
515,16/55-67 Batman Street West Melbourne VIC 3003,3003,Apartment / Unit / Flat,2,2,1,1.4,700.0,854.5,1628.0,3.0,3.0,3.0,3.0,70,17,4,1,2
1043,2/309 Hawthorn Road Caulfield North VIC 3161,3161,Townhouse,3,2,1,0.7,700.0,2448.6,11836.7,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780,2
2549,18 Forster Street Ivanhoe VIC 3079,3079,House,4,2,2,1.2,700.0,1260.9,13523.3,16364.0,16050.0,15742.0,15441.0,144358,149592,155016,160637,2
2627,39 Cecil Street Yarraville VIC 3013,3013,House,4,2,0,0.4,700.0,1420.6,8675.0,16492.0,16334.0,16177.0,16022.0,82369,85980,89749,93683,2
1863,164 Yan Yean Road Plenty VIC 3090,3090,House,5,2,0,2.4,700.0,4817.3,27406.2,9633.0,9487.0,9343.0,9201.0,59540,60290,61049,61818,2
1861,117 Flemington Road North Melbourne VIC 3051,3051,House,5,2,0,0.2,700.0,1951.9,2426.9,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,2
1649,1/118 Brighton Street Richmond VIC 3121,3121,Townhouse,2,1,1,0.2,700.0,872.6,5062.3,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413,2
2347,17 Rose Street Coburg VIC 3058,3058,House,4,2,1,0.2,700.0,2188.1,9216.6,37334.0,36772.0,36219.0,35674.0,132414,138563,144998,151732,2
4179,7 Walters Street Brunswick VIC 3056,3056,House,2,1,2,0.8,700.0,802.6,6720.2,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520,2
3221,9/79 Dodds Street Southbank VIC 3006,3006,Apartment / Unit / Flat,3,2,1,1.6,700.0,1104.2,2298.4,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480,2
820,94 Lennox Street Richmond VIC 3121,3121,House,3,1,2,0.1,700.0,735.4,3469.3,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413,2
2360,5/137 Brisbane Street Berwick VIC 3806,3806,Townhouse,4,2,2,0.4,700.0,2383.8,47930.5,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664,2
2363,14 Station Street Reservoir VIC 3073,3073,House,4,2,4,0.6,700.0,556.5,11063.6,44917.0,43681.0,42480.0,41315.0,110619,115138,119847,124755,2
4095,207/11-13 Jackson Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,2,2,2,0.5,700.0,2398.6,7557.9,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,2
615,224 Roberts Street Yarraville VIC 3013,3013,House,3,1,2,0.7,700.0,2858.2,10900.9,16492.0,16334.0,16177.0,16022.0,82369,85980,89749,93683,2
1379,32/632 St Kilda Road Melbourne VIC 3004,3004,Apartment / Unit / Flat,3,2,1,0.9,700.0,1673.9,5606.9,8538.0,8166.0,7812.0,7473.0,82000,78618,76292,74826,2
2758,740 Anakie Road Lovely Banks VIC 3213,3213,House,4,2,2,6.8,700.0,7715.8,70918.4,2395.0,2394.0,2392.0,2391.0,177998,185722,193797,202241,2
1992,1/30 Francis Clayton VIC 3168,3168,Townhouse,5,3,1,1.4,700.0,725.0,24663.5,23358.0,21169.0,19186.0,17389.0,29868,29462,29062,28667,2
2367,8 Upton Street Altona VIC 3018,3018,House,4,2,4,0.2,700.0,798.1,18568.8,14012.0,13940.0,13868.0,13797.0,72312,74951,77686,80521,2
1492,348 Gooch Street Thornbury VIC 3071,3071,Townhouse,3,2,2,0.5,700.0,3675.7,10641.4,19944.0,19612.0,19286.0,18965.0,76383,81416,86781,92500,2
4558,6/6 Denbigh Road Armadale VIC 3143,3143,Apartment / Unit / Flat,2,2,1,0.9,710.0,709.8,9251.4,9897.0,9591.0,9294.0,9007.0,85598,91770,98387,105481,2
3173,2600/241 City Road Southbank VIC 3006,3006,Apartment / Unit / Flat,3,2,1,0.6,710.0,1729.4,2243.9,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480,2
1772,726 Warrigal Road Malvern East VIC 3145,3145,House,3,1,2,0.8,710.0,1357.5,16464.6,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307,2
4346,1/249 Rathdowne Street Carlton VIC 3053,3053,Apartment / Unit / Flat,2,2,1,0.1,710.0,1534.0,2045.3,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118,2
2585,33 Loch Street Coburg VIC 3058,3058,House,4,1,2,0.8,710.0,944.5,7941.5,37334.0,36772.0,36219.0,35674.0,132414,138563,144998,151732,2
4570,1/36 Burnley Street Richmond VIC 3121,3121,Townhouse,2,2,1,0.3,710.0,1666.2,5163.6,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413,2
2826,7 Dolphin Street Mount Eliza VIC 3930,3930,House,4,2,2,1.1,715.0,8946.0,70213.0,18897.0,18732.0,18569.0,18407.0,66997,70232,73623,77178,2
4211,1A Inverness Street Brunswick East VIC 3057,3057,Townhouse,2,2,1,0.5,715.0,1402.8,6288.3,14522.0,14550.0,14578.0,14607.0,73120,77122,81343,85795,2
2237,1/6 Turner Road Highett VIC 3190,3190,House,4,2,2,1.2,715.0,1338.2,23884.3,12487.0,12441.0,12394.0,12348.0,78303,82506,86935,91602,2
2749,70 Pilgrim Street Seddon VIC 3011,3011,House,4,2,2,0.6,715.0,727.8,7042.9,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,2
3130,Nottingham Street Prahran VIC 3181,3181,Townhouse,3,3,0,0.6,720.0,512.3,5710.0,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504,2
3227,13 Moore St Moonee Ponds VIC 3039,3039,House,3,1,1,0.9,720.0,218.0,6827.6,15936.0,15682.0,15431.0,15184.0,71924,74586,77347,80210,2
2095,79 William Street Fawkner VIC 3060,3060,House,4,2,4,0.4,720.0,2044.8,14888.4,14481.0,14067.0,13666.0,13276.0,49904,51029,52179,53355,2
813,1/41 Kooyong Rd Caulfield North VIC 3161,3161,Apartment / Unit / Flat,3,1,2,0.6,720.0,1297.3,9649.0,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780,2
3358,214/6-8 Eastern Beach Road Geelong VIC 3220,3220,Apartment / Unit / Flat,3,2,2,0.8,720.0,1206.6,78402.8,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,2
3401,2 Kurrajong Avenue St Kilda East VIC 3183,3183,House,3,2,1,1.0,720.0,1795.6,8310.2,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637,2
2297,42 Littlecroft Avenue Narre Warren South VIC 3805,3805,House,4,2,2,0.3,720.0,5444.8,47592.9,28242.0,27981.0,27725.0,27474.0,115082,118900,122847,126927,2
3081,6 Cleveland Street Northcote VIC 3070,3070,House,3,1,1,0.7,720.0,1053.3,7931.6,26596.0,25814.0,25056.0,24319.0,75006,78464,82081,85865,2
4547,6 Barlow Street Port Melbourne VIC 3207,3207,Townhouse,2,2,1,0.3,720.0,4215.2,5218.0,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021,2
2667,12 Millard Street Bentleigh East VIC 3165,3165,House,4,2,4,0.3,720.0,4061.6,20414.9,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242,2
2696,1/28 Florence Avenue Capel Sound VIC 3940,3940,Townhouse,4,3,2,0.8,720.0,31938.1,94216.1,5966.0,5992.0,6018.0,6044.0,50417,52326,54307,56363,2
4485,4*01/18 Hoff Boulevard Southbank VIC 3006,3006,Apartment / Unit / Flat,2,2,1,1.0,720.0,1418.4,2351.9,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480,2
4439,33 Canning Street Carlton VIC 3053,3053,House,2,1,0,0.3,720.0,1791.7,2329.2,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118,2
448,45/2 Esplanade West Port Melbourne VIC 3207,3207,Apartment / Unit / Flat,1,1,1,0.6,720.0,5170.4,6173.2,18211.0,18019.0,17861.0,17740.0,117954,118734,119759,121021,2
426,7/53 Grange Road Toorak VIC 3142,3142,Apartment / Unit / Flat,3,2,1,0.9,720.0,1572.7,7027.4,19980.0,19356.0,18754.0,18172.0,145927,152076,158484,165162,2
2806,92 Westbourne Road Kensington VIC 3031,3031,House,4,2,1,0.5,720.0,1067.4,5152.5,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724,2
2789,1/29 Burton Street Chadstone VIC 3148,3148,Townhouse,4,3,2,1.4,720.0,559.3,19070.4,37903.0,37069.0,36254.0,35458.0,168631,171095,173600,176148,2
397,15 Lomandra Drive Clayton South VIC 3169,3169,House,4,3,1,1.4,720.0,1184.3,25122.7,24851.0,23979.0,23137.0,22325.0,111106,115474,120014,124733,2
2857,49 Chandler Street Williamstown VIC 3016,3016,House,4,2,1,0.5,720.0,1290.0,12512.3,16752.0,16444.0,16143.0,15846.0,72991,75151,77375,79665,2
2868,1/32 Railway Road Briar Hill VIC 3088,3088,Townhouse,4,2,2,0.3,720.0,1561.3,22991.4,31001.0,30469.0,29946.0,29433.0,139109,144360,149815,155482,2
2901,67 George Street Newtown VIC 3220,3220,House,4,2,3,0.4,720.0,2887.0,77307.2,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,2
3668,5F/98 O'Shanassy Street North Melbourne VIC 3051,3051,Townhouse,3,2,2,0.5,720.0,1235.8,2672.6,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,2
293,9 Exley Road Hampton East VIC 3188,3188,House,4,2,2,0.6,720.0,1247.6,18766.9,18729.0,18322.0,17925.0,17535.0,69155,71195,73295,75457,2
559,8 Geraldine Close Wheelers Hill VIC 3150,3150,House,4,3,2,1.3,720.0,7411.5,28192.0,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874,2
2822,2 Reserve Road Somers VIC 3927,3927,House,4,2,0,1.1,720.0,8431.9,85416.5,1575.0,1572.0,1569.0,1566.0,57785,60251,62822,65503,2
2115,3/23 Janfourd Court Mount Waverley VIC 3149,3149,Townhouse,4,3,2,0.9,720.0,1920.1,20721.0,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739,2
3942,115 Dodds Street Southbank VIC 3006,3006,Townhouse,2,1,1,1.3,725.0,1526.2,2720.3,28091.0,27075.0,26096.0,25153.0,126739,130222,133801,137480,2
3477,1 Bluff Rd Merricks Beach VIC 3926,3926,House,3,2,2,3.1,725.0,10681.9,87992.8,3690.0,3685.0,3680.0,3674.0,101996,104904,107921,111052,2
1887,2 Billabong Circuit Epping VIC 3076,3076,House,5,3,6,0.9,725.0,4022.0,23097.1,13064.0,12978.0,12892.0,12808.0,61576,64090,66707,69431,2
4359,3 McArthur St Malvern VIC 3144,3144,House,2,1,1,0.4,725.0,1348.0,11568.5,6080.0,5849.0,5627.0,5413.0,69198,71082,73017,75005,2
180,1501/38 Rose Lane Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,2,0,2.0,725.0,629.6,988.9,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,2
4511,8/32-34 Adams Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,2,1,0,0.9,725.0,1529.5,3793.9,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,2
1017,14 Lesney Street Richmond VIC 3121,3121,House,2,1,0,0.4,725.0,418.0,4599.2,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413,2
2542,23 Hamer Street Moorabbin VIC 3189,3189,House,4,2,2,0.5,725.0,1486.4,21374.2,7167.0,7032.0,6900.0,6771.0,69218,72733,76426,80307,2
679,609/668 Swanston Street Carlton VIC 3053,3053,Apartment / Unit / Flat,2,2,2,0.5,725.0,1447.7,1741.3,20750.0,18664.0,16787.0,15099.0,35718,36817,37950,39118,2
611,323/299 Spring Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,3,2,1,0.7,725.0,761.8,1287.7,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,2
3116,7/134 Little Ryrie Street Geelong VIC 3220,3220,Townhouse,3,2,2,0.7,725.0,1048.2,79300.3,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,2
2384,1/11 Takapuna Street Caulfield South VIC 3162,3162,Townhouse,4,2,2,0.5,725.0,1795.5,14325.6,10845.0,10545.0,10254.0,9970.0,135790,141016,146454,152113,2
3575,8 Banks Avenue Hampton VIC 3188,3188,House,3,1,1,0.6,730.0,1524.3,17514.7,18729.0,18322.0,17925.0,17535.0,69155,71195,73295,75457,2
1067,42 Cassels Road Brunswick VIC 3056,3056,Townhouse,2,2,1,0.6,730.0,498.8,6745.3,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520,2
2376,6 Casey Boulevard Fyansford VIC 3218,3218,House,4,2,2,1.7,730.0,4699.0,78462.3,19644.0,19858.0,20074.0,20294.0,132079,138025,144254,150781,2
2175,2/20 Upper Skene Street Newtown VIC 3220,3220,Townhouse,4,3,2,0.4,730.0,2809.4,77012.2,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,2
2780,47 Kennedy Street Bentleigh East VIC 3165,3165,House,4,2,2,0.5,730.0,2817.4,20772.4,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242,2
3162,162 Curzon Street North Melbourne VIC 3051,3051,Townhouse,3,1,1,0.2,730.0,1519.4,2496.2,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,2
2702,49B Albert Street Mount Waverley VIC 3149,3149,House,4,3,1,0.7,730.0,1417.7,21250.3,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739,2
2414,62 Park Lane Mount Waverley VIC 3149,3149,Townhouse,4,2,2,0.3,730.0,1458.6,19587.7,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739,2
4667,2303/228 La Trobe Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,0,1.0,730.0,547.8,841.4,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,2
1542,1A Monica Street Burwood VIC 3125,3125,Townhouse,4,3,2,0.8,730.0,3850.0,15161.4,22482.0,21795.0,21129.0,20484.0,102314,103847,105411,107006,2
1940,30 Ovens Street Yarraville VIC 3013,3013,House,5,1,3,0.7,730.0,634.6,7957.8,16492.0,16334.0,16177.0,16022.0,82369,85980,89749,93683,2
240,293A Mansfield St Thornbury VIC 3071,3071,Apartment / Unit / Flat,3,2,2,0.3,730.0,2765.3,10483.0,19944.0,19612.0,19286.0,18965.0,76383,81416,86781,92500,2
3455,12 Yates Lane Parkville VIC 3052,3052,Apartment / Unit / Flat,3,2,1,0.6,730.0,477.9,3824.8,7259.0,6616.0,6030.0,5496.0,55181,58233,61454,64853,2
